ta,rh,vel,met,clo,thermal_sensation,gender
22.7,77,0,1.1,0.67,0,female
21.4,80.4,0,1.1,0.67,0,female
21.7,80.5,0,1.1,0.67,0,female
26,44.2,0,1.1,0.67,1,male
24.4,,0,1.1,0.66,0,female
21.2,81.4,0,1.1,0.65,0,male
21.9,,0,1.1,0.64,-1,female
25.9,53.8,0,1.1,0.64,0,female
22,33.6,0,1.1,0.64,2,female
26.4,,0,1.1,0.64,0,male
26.4,,0,1.1,0.64,0,male
26.5,39.9,0,1.1,0.64,0,male
22.4,56.6,0,1.1,0.64,0,male
25.7,45,0,1.1,0.64,1,male
23.5,47.5,0,1.1,0.64,-1,male
21.7,81.1,0,1.1,0.64,0,male
22.9,79.3,0,1.1,0.64,0,male
22.6,76.1,0,1.1,0.64,0,male
22.6,75.9,0,1.1,0.64,0,male
22,80.4,0,1.1,0.64,0,male
22.4,76.6,0,1.1,0.64,-0.5,male
23.3,76.1,0,1.1,0.64,0,male
21.7,80.5,0,1.1,0.64,0,male
25.5,52.7,0,1.1,0.63,1,female
22.6,49.3,0,1.1,0.63,0,male
21.8,80.8,0,1.1,0.61,0,male
25.7,45.6,0,1.1,0.58,2,female
21.9,81.3,0,1.1,0.58,0,male
24.5,71.4,0,1.1,0.58,0,male
23.5,43.4,0,1.1,0.57,0,female
25.8,44.6,0,1.1,0.57,0,female
26.5,38.7,0,1.1,0.57,1,female
22.1,16.6,0,1.1,0.57,-1,male
25.3,42.3,0,1.1,0.55,0,male
25.9,37.9,0,1.1,0.55,1,male
24.7,23.8,0,1.1,0.54,0,male
21.7,78.8,0,1.1,0.52,0,female
21.8,78.7,0,1.1,0.52,-1,female
23,,0,1.1,0.48,0,female
32.6,65,0,1.1,0.48,0,male
26.6,,0,1.1,0.46,3,female
26.1,39.3,0,1.1,0.44,0,female
32,70.1,0,1.1,0.42,3,female
30.2,77.3,0,1.1,0.34,0,male
29.4,75,0,1.1,0.33,-1,female
33.3,63.1,0,1.1,0.32,1,male
32.9,68.5,0,1.1,0.3,2,female
32.1,70.3,0,1.1,0.3,1,female
31.5,71,0,1.1,0.3,2,male
29.9,78,0,1.1,0.29,0,female
29.6,71,0,1.1,0.28,1,female
30.8,76.1,0,1.1,0.27,0,female
30.1,75.6,0,1.1,0.27,1,female
29.2,75.1,0,1.1,0.27,0,female
30.1,78.6,0,1.1,0.27,3,female
31.4,74.4,0,1.1,0.27,1,female
28.5,82.6,0,1.1,0.27,0,female
31.7,71.1,0,1.1,0.22,3,female
30.5,71.5,0,1.1,0.22,1,female
29.9,70,0,1.1,0.2,0,female
28.5,79.8,0,1.1,0.2,0,female
29.5,70,0,1.1,0.19,0,male
29.6,75,0,1.1,0.19,-3,male
31.3,65.3,0,1.1,0.18,0,female
32.5,66.9,0,1.1,0.11,1,male
14.6,63.1,0,1.126279863,1.188209,-3,male
14.6,70.8,0,1.126279863,1.14348011,-2,male
12.2,69.7,0,1.13,0.88,-1,female
24,76.5,0,1.13,0.68,-1,male
24.5,38.5,0,1.13,0.45,0,male
10.6,54.5,0,1.15,1.68,-2,female
14.8,60.9,0,1.15,1.23,-1,male
13.9,49.1,0,1.15,0.98,-1,male
16.6,57.9,0,1.2,1.75,-2,female
16.2,59.4,0,1.2,1.74,-2,male
17,57.7,0,1.2,1.73,-2,male
20.4,,0,1.2,1.64,-3,female
17.3,79.9,0,1.2,1.51,-1,female
14.6,49,0,1.2,1.49,-1,female
21.9,24.4,0,1.2,1.47,-3,female
20.7,57.7,0,1.2,1.41,0,female
20.3,,0,1.2,1.27,-2,female
22.1,37.5,0,1.2,1.25,1,male
17.6,34,0,1.2,1.21,-2,female
21.4,28.7,0,1.2,1.21,-1,female
23.1,38.7,0,1.2,1.18,2,female
23.8,20.7,0,1.2,1.17,0,male
17,32.7,0,1.2,1.16,-1,female
12.1,78.2,0,1.2,1.15,-2,female
21.3,33.7,0,1.2,1.15,0,male
22.1,20.1,0,1.2,1.14,-1,female
21.9,24.3,0,1.2,1.13,-3,male
23.9,,0,1.2,1.12,2,female
24.2,,0,1.2,1.12,1,female
21.8,33.1,0,1.2,1.12,1,female
22.5,46.2,0,1.2,1.12,0,female
22.5,45,0,1.2,1.12,0,male
21.8,50.2,0,1.2,1.11,2,male
20.3,39.8,0,1.2,1.11,-2,male
22.4,19.8,0,1.2,1.11,0,male
20.6,50.1,0,1.2,1.11,0,male
17.7,71.4,0,1.2,1.1,-1,female
23.8,19.8,0,1.2,1.08,1,female
23,22.5,0,1.2,1.08,0,female
23.2,34,0,1.2,1.08,-1,male
21.7,26.9,0,1.2,1.08,-1,male
20,,0,1.2,1.07,1,female
22.5,,0,1.2,1.07,0,female
17.2,61,0,1.2,1.06,-1,female
21.9,20.9,0,1.2,1.06,0,female
23.7,56.4,0,1.2,1.05,0,female
23.1,22.9,0,1.2,1.05,0,male
21.6,34.8,0,1.2,1.04,0,male
26.1,36.8,0,1.2,1.04,0,male
24.5,,0,1.2,1.03,1,female
22.5,24.1,0,1.2,1.03,0,female
23.7,50.2,0,1.2,1.03,-3,female
22.4,47.3,0,1.2,1.03,-2,male
21.4,30.7,0,1.2,1.03,-1,male
21.9,32.4,0,1.2,1.03,0,male
22.6,23.7,0,1.2,1.03,1,male
22.8,,0,1.2,1.02,0,female
16.4,58.5,0,1.2,1.02,-3,female
20,36.6,0,1.2,1.02,-3,female
25.8,40.8,0,1.2,1.02,2,female
22.3,50.5,0,1.2,1.02,0,male
26.2,44.7,0,1.2,1.02,1,male
21,,0,1.2,1,0,female
21.7,,0,1.2,1,0,female
25.4,33.1,0,1.2,1,1,female
22.1,49.3,0,1.2,1,0,female
19.5,53.7,0,1.2,1,0,male
23,36.9,0,1.2,1,1,male
19.12,37.96860658,0,1.2,0.995,0,female
23.1,,0,1.2,0.99,0,female
22.9,,0,1.2,0.99,0,female
23.2,,0,1.2,0.99,2,female
23.5,40.5,0,1.2,0.99,0,male
23,29.9,0,1.2,0.99,-1,male
22.5,38.6,0,1.2,0.99,1,male
21.6,46.7,0,1.2,0.98,0,female
21.2,48.1,0,1.2,0.98,-1,female
21.8,34.9,0,1.2,0.98,0,female
26.8,53.4,0,1.2,0.98,0,male
22.3,35,0,1.2,0.98,0,male
22.3,33.5,0,1.2,0.98,0,male
23.2,33.2,0,1.2,0.98,0,male
23.5,31.9,0,1.2,0.98,1,male
23.3,23.5,0,1.2,0.98,0,male
23.7,20,0,1.2,0.98,0,male
25.7,,0,1.2,0.97,1,female
24.1,,0,1.2,0.97,-1,female
23.8,,0,1.2,0.97,-1,female
24.4,,0,1.2,0.97,1,female
25.1,,0,1.2,0.97,-1,female
24.4,,0,1.2,0.97,1,female
24.3,,0,1.2,0.97,1,female
17.1,33,0,1.2,0.97,-1,female
23.7,32.2,0,1.2,0.97,1,female
24.9,36.9,0,1.2,0.97,1,female
21.8,32.2,0,1.2,0.96,-1,female
22.3,36.7,0,1.2,0.96,0,female
23.8,21.7,0,1.2,0.96,1,female
27.2,33.8,0,1.2,0.96,2,female
22,30,0,1.2,0.96,1,male
17.4,58,0,1.2,0.95,-3,female
23.2,26.2,0,1.2,0.95,0,female
23.1,32.8,0,1.2,0.95,-3,female
22.2,35.7,0,1.2,0.95,1,male
21.8,32.7,0,1.2,0.95,0,male
22.1,20.5,0,1.2,0.95,0,male
21.6,22.1,0,1.2,0.95,0,male
21.9,43.8,0,1.2,0.95,0,male
22.9,40.9,0,1.2,0.95,0,male
21.9,44.5,0,1.2,0.95,0,male
25,,0,1.2,0.94,0,female
20.4,43.8,0,1.2,0.94,-2,female
22.5,33.2,0,1.2,0.94,0,female
24.9,29.8,0,1.2,0.94,-1,female
25.9,55.3,0,1.2,0.93,-1,female
22.3,48.2,0,1.2,0.93,-1,female
23.4,19.4,0,1.2,0.93,0,female
21.9,43.1,0,1.2,0.93,0,female
28.3,52,0,1.2,0.93,-1,female
21.2,34.8,0,1.2,0.93,1,male
20.8,43.1,0,1.2,0.93,0,male
22,46.1,0,1.2,0.93,0,male
23.5,42.1,0,1.2,0.93,1,male
23.4,35.1,0,1.2,0.93,0,male
22.4,47.2,0,1.2,0.93,0,male
23.1,45.5,0,1.2,0.93,0,male
22.1,46.9,0,1.2,0.93,0,male
21.6,47.1,0,1.2,0.93,0,male
22.4,51.9,0,1.2,0.93,1,male
21.7,32.2,0,1.2,0.93,0,male
23.6,31.9,0,1.2,0.93,1,male
23.1,21.8,0,1.2,0.93,0,male
23.9,21.4,0,1.2,0.93,1,male
23,33,0,1.2,0.92,0,male
20.8,61.2,0,1.2,0.91,1,female
20.8,52.7,0,1.2,0.91,1,male
21.9,35.9,0,1.2,0.91,0,male
23.3,52,0,1.2,0.9,0,female
22.6,45.4,0,1.2,0.9,-1,male
23.4,20.2,0,1.2,0.9,1,male
22.8,24.2,0,1.2,0.9,0,male
21.8,22.3,0,1.2,0.89,0,female
24.2,39.3,0,1.2,0.89,1,female
22.7,30.3,0,1.2,0.89,0,female
25.5,43.4,0,1.2,0.89,2,female
23.8,37.9,0,1.2,0.89,0,female
22.4,38.6,0,1.2,0.89,0,female
23,22.2,0,1.2,0.89,0,male
25.4,33.9,0,1.2,0.88,1,female
23.2,48.5,0,1.2,0.88,0,female
25.7,32.6,0,1.2,0.88,1,male
22.7,42.6,0,1.2,0.88,0,male
21.9,49.2,0,1.2,0.88,0,male
13.6,65.5,0,1.2,0.87,0,female
22.1,,0,1.2,0.87,0,female
22.9,20.8,0,1.2,0.87,0,female
21.9,25.3,0,1.2,0.87,-1,female
29.7,53.1,0,1.2,0.87,1,female
22,29.2,0,1.2,0.87,0,female
24.1,28.7,0,1.2,0.87,1,male
22,32.2,0,1.2,0.87,0,male
22,20.8,0,1.2,0.87,0,male
23.3,36.6,0,1.2,0.87,0,male
23.8,32.4,0,1.2,0.87,0,male
23.5,21.5,0,1.2,0.87,1,male
24.5,34.1,0,1.2,0.86,-1,female
22,31.5,0,1.2,0.86,0,female
24.9,40.7,0,1.2,0.86,1,female
19.2,56.9,0,1.2,0.86,0,male
22.5,59.2,0,1.2,0.86,1,male
25.8,38.9,0,1.2,0.86,-1,male
25.2,40.3,0,1.2,0.86,0,male
23.8,43,0,1.2,0.86,0,male
23,46.8,0,1.2,0.86,0,male
24.1,31.1,0,1.2,0.86,1,male
17.4,32.9,0,1.2,0.85,0,female
23,30,0,1.2,0.85,0,male
25.4,43.9,0,1.2,0.85,1,male
26.9,40.1,0,1.2,0.84,0,female
19.1,42.2,0,1.2,0.84,-2,female
22.4,49.5,0,1.2,0.84,1,female
24.5,29.6,0,1.2,0.84,1,female
26.3,,0,1.2,0.83,2,female
25.5,,0,1.2,0.83,1,female
24.7,,0,1.2,0.83,2,female
24.4,,0,1.2,0.83,2,female
25,,0,1.2,0.83,3,female
24.9,,0,1.2,0.83,2,female
22.5,41.8,0,1.2,0.83,-1,female
20.3,35.8,0,1.2,0.83,-3,female
28.2,44,0,1.2,0.83,0,female
23.1,44.1,0,1.2,0.83,0,female
23.2,51,0,1.2,0.83,-2,male
16.8,71.4,0,1.2,0.82,-1,female
23.8,41.4,0,1.2,0.82,-1,female
24.7,41,0,1.2,0.82,0,female
22.1,45.1,0,1.2,0.82,0,female
22.8,45,0,1.2,0.82,0,female
24,27.8,0,1.2,0.82,2,female
23.2,33.1,0,1.2,0.82,0,female
22.8,22.6,0,1.2,0.82,0,female
22.3,47.2,0,1.2,0.82,-1,female
16.8,45.4,0,1.2,0.82,-1,male
22.4,24.9,0,1.2,0.82,-2,male
23.9,41.2,0,1.2,0.82,-1,male
23.7,41.5,0,1.2,0.82,0,male
22,36.2,0,1.2,0.82,0,male
22.6,47.8,0,1.2,0.82,0,male
22.8,46.2,0,1.2,0.82,0,male
23,33.9,0,1.2,0.82,0,male
21.8,22.1,0,1.2,0.82,0,male
22.1,48.8,0,1.2,0.82,0,male
22.9,46.6,0,1.2,0.82,0,male
21.9,48.5,0,1.2,0.82,-1,male
22.2,31.8,0,1.2,0.82,-1,male
23.8,53.8,0,1.2,0.82,0,male
23.1,35.3,0,1.2,0.82,0,male
23.6,32.2,0,1.2,0.82,0,male
23.4,37.2,0,1.2,0.82,1,male
24.6,53,0,1.2,0.82,1,male
23,,0,1.2,0.81,1,female
23.9,,0,1.2,0.81,-1,female
24.4,,0,1.2,0.81,2,female
22.6,47.4,0,1.2,0.81,0,female
23.8,41.9,0,1.2,0.81,1,female
23.7,43.2,0,1.2,0.81,1,female
27.5,52.4,0,1.2,0.81,0,female
26.1,31.1,0,1.2,0.81,2,male
23.2,42.8,0,1.2,0.81,1,male
22.4,26.1,0,1.2,0.81,-1,male
19.9,32.6,0,1.2,0.8,-1,female
23.5,46.6,0,1.2,0.8,-3,female
25.2,44.2,0,1.2,0.8,2,female
24.4,39.8,0,1.2,0.8,1,female
19.8,58.2,0,1.2,0.8,0,male
23,35.5,0,1.2,0.8,1,male
23.8,,0,1.2,0.79,1,female
21.9,16.7,0,1.2,0.79,2,female
21.6,45.1,0,1.2,0.79,0,female
22.5,43.6,0,1.2,0.79,0,female
24.1,42.2,0,1.2,0.79,0,male
24.9,45,0,1.2,0.78,-1,female
25.9,48.4,0,1.2,0.78,-1,female
27,45.1,0,1.2,0.78,0,female
26.2,,0,1.2,0.78,0,female
25.9,,0,1.2,0.78,0,female
24.5,,0,1.2,0.78,-1,female
24.7,,0,1.2,0.78,1,female
22.5,42.6,0,1.2,0.78,2,female
23.1,32.2,0,1.2,0.78,0,female
22.2,44.2,0,1.2,0.78,0,female
19.6,18.1,0,1.2,0.78,-1,male
23.5,49.7,0,1.2,0.78,1,male
22.3,47.6,0,1.2,0.78,0,male
22.8,46.7,0,1.2,0.78,0,male
26,44.2,0,1.2,0.78,2,male
24.1,56.5,0,1.2,0.77,0,female
23.3,31.2,0,1.2,0.77,0,female
23.5,39.6,0,1.2,0.77,1,female
24.6,42.5,0,1.2,0.77,-1,male
25.2,42.3,0,1.2,0.77,1,male
24.3,54,0,1.2,0.77,1,male
21.8,50.8,0,1.2,0.77,0,male
22.8,47.9,0,1.2,0.77,0,male
24.3,33,0,1.2,0.77,1,male
25.9,45.4,0,1.2,0.77,2,male
22.41,59.19946377,0,1.2,0.7649999,1.1,male
25.7,,0,1.2,0.76,0,female
22.9,31,0,1.2,0.76,0,female
20.6,58.7,0,1.2,0.76,0,male
21.1,54.6,0,1.2,0.76,0,male
22.4,43.4,0,1.2,0.76,0,male
23.2,49.7,0,1.2,0.76,0,male
22.5,30.4,0,1.2,0.76,0,male
22.4,54.3,0,1.2,0.76,0,male
26.6,44.3,0,1.2,0.76,0,male
22,,0,1.2,0.75,-1,female
21.7,60.2,0,1.2,0.75,1,female
25.1,41.9,0,1.2,0.75,0,female
24.6,47,0,1.2,0.75,1,female
24.8,46.9,0,1.2,0.75,1,female
26,36.3,0,1.2,0.75,1,female
27.6,45.7,0,1.2,0.75,2,female
25.6,41.3,0,1.2,0.75,1,male
25.4,33.6,0,1.2,0.75,1,male
22.7,29.5,0,1.2,0.75,0,male
22.1,23.8,0,1.2,0.75,0,male
26.3,43.4,0,1.2,0.75,0,male
23.9,,0,1.2,0.74,1,female
25,,0,1.2,0.74,0,female
25.2,,0,1.2,0.74,1,female
28.1,,0,1.2,0.74,3,female
28.4,,0,1.2,0.74,3,female
26.3,42.7,0,1.2,0.74,-3,female
22,47.3,0,1.2,0.74,-1,female
24.3,33.7,0,1.2,0.74,-1,male
25,39.7,0,1.2,0.74,0,male
24.6,38.6,0,1.2,0.74,0,male
21.8,47.6,0,1.2,0.74,0,male
25.4,36.9,0,1.2,0.73,0,female
23.4,66.2,0,1.2,0.73,0,female
22.5,43.5,0,1.2,0.73,0,female
21.7,45.1,0,1.2,0.73,-1,female
23.8,29.6,0,1.2,0.73,0,female
23.3,57.4,0,1.2,0.73,0,female
26.4,36.4,0,1.2,0.73,1,female
23.2,44.3,0,1.2,0.73,0,male
21.6,48.1,0,1.2,0.73,0,male
22.2,30.9,0,1.2,0.73,0,male
22.6,46.5,0,1.2,0.73,-1,male
22.3,46.9,0,1.2,0.73,0,male
22.5,46.4,0,1.2,0.73,1,male
23.4,40.9,0,1.2,0.73,0,male
22.6,47.1,0,1.2,0.73,-1,male
23.1,52.8,0,1.2,0.73,0,male
23.5,43.2,0,1.2,0.73,0,male
21.9,24.6,0,1.2,0.73,0,male
23.3,21.8,0,1.2,0.73,-1,male
21.4,48.8,0,1.2,0.73,0,male
22.6,48.4,0,1.2,0.73,0,male
22.9,25.5,0,1.2,0.73,0,male
22.7,22.6,0,1.2,0.73,0,male
22.8,24,0,1.2,0.73,-1,male
22.7,24,0,1.2,0.73,-1,male
23.5,31.5,0,1.2,0.73,1,male
26.3,34.8,0,1.2,0.73,1,male
22.2,,0,1.2,0.72,2,female
23.6,,0,1.2,0.72,2,female
23.9,,0,1.2,0.72,-1,female
23.7,,0,1.2,0.72,-1,female
27,53.8,0,1.2,0.72,1,female
22.1,49.9,0,1.2,0.72,0,female
23.8,21.4,0,1.2,0.72,1,female
20.4,56.7,0,1.2,0.72,0,male
28.3,48.7,0,1.2,0.72,2,male
23.9,41.3,0,1.2,0.72,0,male
22.4,53.2,0,1.2,0.72,0,male
27.1,56.1,0,1.2,0.71,-2,female
24.5,,0,1.2,0.71,0,female
16.8,57.9,0,1.2,0.71,-3,female
25.1,,0,1.2,0.71,1,male
21.4,,0,1.2,0.71,1,male
17.7,33.1,0,1.2,0.7,-1,female
25.4,61.7,0,1.2,0.7,0,female
23,54.9,0,1.2,0.7,0,male
28.1,28.8,0,1.2,0.7,0,male
22.7,34.8,0,1.2,0.7,0,male
25.3,,0,1.2,0.69,1,female
25,,0,1.2,0.69,0,female
26.3,,0,1.2,0.69,2,female
23,61.2,0,1.2,0.69,1,female
25.8,39.5,0,1.2,0.69,-1,female
26.2,33,0,1.2,0.69,2,female
22.3,34.8,0,1.2,0.69,1,male
22.9,45.2,0,1.2,0.69,0,male
22.2,34.4,0,1.2,0.69,0,male
23.2,50.6,0,1.2,0.69,-2,male
23.7,56,0,1.2,0.69,0,male
24.1,35.6,0,1.2,0.69,2,male
27.9,45.6,0,1.2,0.69,1,male
27.7,,0,1.2,0.68,0,female
22.3,34.2,0,1.2,0.68,0,female
22.5,48.1,0,1.2,0.68,0,female
26.8,44.5,0,1.2,0.68,0,female
23.3,44.7,0,1.2,0.68,0,male
24.6,47.5,0,1.2,0.68,-1,male
28.2,37.1,0,1.2,0.68,1,male
23.2,37.1,0,1.2,0.68,1,male
23.3,36.1,0,1.2,0.68,0,male
22.3,44.3,0,1.2,0.68,0,male
23.5,32.9,0,1.2,0.68,0,male
22.5,47.4,0,1.2,0.68,0,male
23.9,20.7,0,1.2,0.68,0,male
23.7,21.2,0,1.2,0.68,0,male
23.9,21.2,0,1.2,0.68,1,male
24.5,19,0,1.2,0.68,1,male
22.6,49.3,0,1.2,0.68,0,male
21.5,52.3,0,1.2,0.68,-1,male
21.9,30.3,0,1.2,0.68,0,male
23.9,52.2,0,1.2,0.68,0,male
23.3,34.6,0,1.2,0.68,0,male
22.6,25.1,0,1.2,0.68,0,male
28.3,45.6,0,1.2,0.68,0,male
27.1,24.9,0,1.2,0.67,-3,female
25.1,33.5,0,1.2,0.67,0,female
23.2,43.3,0,1.2,0.67,0,male
21.9,49.1,0,1.2,0.67,0,male
22.5,47.4,0,1.2,0.67,0,male
22.3,44.4,0,1.2,0.67,1,male
22.9,,0,1.2,0.66,0,female
22,47.5,0,1.2,0.66,-1,female
20.9,57.8,0,1.2,0.66,0,male
22.8,36.8,0,1.2,0.66,1,male
21.9,45.4,0,1.2,0.66,0,male
22.5,,0,1.2,0.65,-1,female
28.6,31,0,1.2,0.65,1,female
20.5,53.8,0,1.2,0.65,0,female
24.7,45,0,1.2,0.65,-1,female
28.1,52.5,0,1.2,0.65,1,female
23.9,51.9,0,1.2,0.65,0,female
23.3,41.7,0,1.2,0.65,0,female
21.5,,0,1.2,0.65,-2,male
24.6,40.4,0,1.2,0.65,0,male
24.1,44.9,0,1.2,0.65,-1,male
25.4,41.4,0,1.2,0.65,0,male
25.1,55.5,0,1.2,0.65,0,male
23.6,54.6,0,1.2,0.65,0,male
24.4,48.4,0,1.2,0.65,0,male
24.7,43.5,0,1.2,0.65,0,male
23.4,,0,1.2,0.64,-1,female
25.2,34,0,1.2,0.64,0,female
24.3,34,0,1.2,0.64,-1,female
29.1,33,0,1.2,0.64,1,female
25.1,38,0,1.2,0.64,3,female
23.5,43.8,0,1.2,0.64,1,female
26,,0,1.2,0.64,1,male
22.7,55.7,0,1.2,0.64,0,male
25.7,52.5,0,1.2,0.64,0,male
23.8,31.8,0,1.2,0.64,1,male
23.8,32.2,0,1.2,0.64,0,male
24,41,0,1.2,0.64,0,male
24.3,54.2,0,1.2,0.64,0,male
23,,0,1.2,0.63,0,female
20.1,,0,1.2,0.63,-2,female
24,,0,1.2,0.63,1,female
23.9,,0,1.2,0.63,0,female
21.5,,0,1.2,0.63,-1,female
24.4,,0,1.2,0.63,0,female
24.4,,0,1.2,0.63,0,female
25.2,,0,1.2,0.63,1,female
22.6,,0,1.2,0.63,1,female
25.7,,0,1.2,0.63,2,female
23,,0,1.2,0.63,2,female
24.4,,0,1.2,0.63,2,female
24.9,,0,1.2,0.63,1,female
24.7,,0,1.2,0.63,3,female
26.5,44.2,0,1.2,0.63,1,female
22.1,,0,1.2,0.63,0,male
23.5,,0,1.2,0.63,0,male
23.7,,0,1.2,0.63,1,male
25.1,,0,1.2,0.63,0,male
26.7,,0,1.2,0.63,3,male
21.9,43.4,0,1.2,0.63,1,male
25.8,40.1,0,1.2,0.63,0,male
24.1,52.5,0,1.2,0.63,0,male
22.9,57.4,0,1.2,0.63,0,male
22.4,47.2,0,1.2,0.63,0,male
23.4,43.2,0,1.2,0.63,1,male
22.7,42,0,1.2,0.63,0,male
22.4,33,0,1.2,0.63,0,male
23.3,32.8,0,1.2,0.63,0,male
22.9,46.6,0,1.2,0.63,0,male
23.2,52.3,0,1.2,0.63,0,male
21.7,46.2,0,1.2,0.63,0,male
23.3,57.4,0,1.2,0.63,0,male
25.1,48.1,0,1.2,0.63,2,male
22.8,36.3,0,1.2,0.63,0,male
23,35.5,0,1.2,0.63,0,male
23.9,,0,1.2,0.62,-1,female
25.1,60.8,0,1.2,0.62,1,female
23.4,33.5,0,1.2,0.62,0,female
22.8,54.1,0,1.2,0.62,0,male
22.9,35.4,0,1.2,0.62,0,male
23.4,,0,1.2,0.61,0,female
25.9,,0,1.2,0.61,0,female
25.1,,0,1.2,0.61,0,female
24.6,,0,1.2,0.61,1,female
24.5,,0,1.2,0.61,-1,female
24.7,,0,1.2,0.61,-1,female
25.8,,0,1.2,0.61,1,female
23.9,,0,1.2,0.61,0,female
25,,0,1.2,0.61,1,female
23.9,,0,1.2,0.61,1,female
24.4,,0,1.2,0.61,0,female
17.1,58.4,0,1.2,0.61,-2,female
26.7,24.4,0,1.2,0.61,1,female
25,39.8,0,1.2,0.61,0,female
25.8,28,0,1.2,0.61,2,male
27,32.7,0,1.2,0.6,-2,female
30.2,65.7,0,1.2,0.6,1,female
33.4,23.3,0,1.2,0.6,0,female
28.4,,0,1.2,0.6,1,female
25.8,23.8,0,1.2,0.6,0,female
22.6,56.5,0,1.2,0.6,-3,female
20.4,59.3,0,1.2,0.6,0,male
20.8,55.9,0,1.2,0.6,0,male
25.7,41.8,0,1.2,0.6,1,male
28.9,30,0,1.2,0.59,-2,female
32.9,40.3,0,1.2,0.59,-1,female
20.8,60.1,0,1.2,0.59,0,female
22.6,32.8,0,1.2,0.59,-1,female
23.8,59.1,0,1.2,0.59,-1,male
25.4,41.7,0,1.2,0.59,1,male
26.1,48.6,0,1.2,0.58,0,female
23.4,,0,1.2,0.58,0,female
26.8,31.9,0,1.2,0.58,0,female
23.4,47.7,0,1.2,0.58,1,female
25.6,41.8,0,1.2,0.58,2,male
22.8,45.7,0,1.2,0.58,-1,male
23.2,43.6,0,1.2,0.58,0,male
22.4,55.2,0,1.2,0.58,-2,male
23.1,52.8,0,1.2,0.58,1,male
23.9,50.7,0,1.2,0.58,0,male
25.6,36.3,0,1.2,0.58,1,male
22.9,,0,1.2,0.57,1,female
30.1,18,0,1.2,0.57,0,female
28.2,29.5,0,1.2,0.57,-2,female
26,38.9,0,1.2,0.57,2,female
25.3,50.5,0,1.2,0.57,2,female
22.1,38.2,0,1.2,0.57,0,female
23.2,48.9,0,1.2,0.57,1,female
28.8,33.6,0,1.2,0.57,0,male
28.4,31.1,0,1.2,0.57,0,male
27.7,34.8,0,1.2,0.57,1,male
29.5,31.8,0,1.2,0.57,-1,male
26.6,34.2,0,1.2,0.57,-1,male
26.1,34.3,0,1.2,0.57,-1,male
26.6,25,0,1.2,0.57,-1,male
27.3,32.9,0,1.2,0.57,0,male
27.3,34.2,0,1.2,0.57,1,male
26.7,34.3,0,1.2,0.57,0,male
26.7,32.9,0,1.2,0.57,1,male
32.1,23.6,0,1.2,0.57,0,male
34.7,22.2,0,1.2,0.57,2,male
35.2,21.7,0,1.2,0.57,1,male
29.4,69.3,0,1.2,0.57,-1,male
29.5,71.7,0,1.2,0.57,2,male
32.8,56.6,0,1.2,0.57,0,male
33.1,38.7,0,1.2,0.57,2,male
25.5,51.8,0,1.2,0.57,-1,male
25.1,50,0,1.2,0.57,-1,male
24.2,54.4,0,1.2,0.57,-2,male
27.3,35.8,0,1.2,0.57,-1,male
26,37.4,0,1.2,0.57,-1,male
32.8,26.9,0,1.2,0.57,-1,male
29.3,29.7,0,1.2,0.57,0,male
26.7,31.1,0,1.2,0.57,2,male
24.9,27.6,0,1.2,0.57,0,male
26.2,27.4,0,1.2,0.57,-1,male
26.6,25.1,0,1.2,0.57,0,male
26.8,19.8,0,1.2,0.57,0,male
26.7,21.9,0,1.2,0.57,0,male
28,22.2,0,1.2,0.57,-1,male
27.1,21.2,0,1.2,0.57,-1,male
28.1,21.1,0,1.2,0.57,-1,male
26.3,23.3,0,1.2,0.57,-1,male
28.7,30.7,0,1.2,0.57,1,male
29,16.3,0,1.2,0.57,1,male
26,39.8,0,1.2,0.57,1,male
24.2,49.4,0,1.2,0.57,0,male
23.5,38.2,0,1.2,0.57,-3,male
28.8,72.6,0,1.2,0.56,0,female
26.7,59.3,0,1.2,0.56,-1,female
27.1,59.4,0,1.2,0.56,0,female
23.8,,0,1.2,0.56,0,female
24.6,,0,1.2,0.56,1,female
24.2,,0,1.2,0.56,1,female
22.7,46.1,0,1.2,0.56,1,female
24.1,43.9,0,1.2,0.56,0,female
24.9,,0,1.2,0.56,1,male
26.2,34.6,0,1.2,0.55,0,female
19.2,36.4,0,1.2,0.55,-1,female
26.1,52.2,0,1.2,0.55,1,female
25.5,38.3,0,1.2,0.55,2,female
24.8,48.1,0,1.2,0.55,1,female
28.1,60,0,1.2,0.55,-1,male
30.9,66.9,0,1.2,0.55,0,male
25.8,26.1,0,1.2,0.55,-1,male
26,36.6,0,1.2,0.55,-1,male
30.2,32.4,0,1.2,0.55,-1,male
26.4,36.9,0,1.2,0.55,0,male
31.4,32.3,0,1.2,0.55,2,male
29.5,16.6,0,1.2,0.55,-1,male
37,25.4,0,1.2,0.55,1,male
34.7,22.9,0,1.2,0.55,1,male
27.2,28.7,0,1.2,0.55,0,male
26.8,33.1,0,1.2,0.54,0,female
19.2,43.6,0,1.2,0.54,-2,female
20.7,49.9,0,1.2,0.54,0,female
26.3,53.6,0,1.2,0.54,0,male
30.7,66.9,0,1.2,0.54,0,male
25.2,44.1,0,1.2,0.54,1,male
26.1,,0,1.2,0.53,0,female
18.4,45.7,0,1.2,0.53,-1,female
24,42.1,0,1.2,0.53,-2,female
25.1,30.2,0,1.2,0.52,0,female
26.2,39,0,1.2,0.52,0,female
23.9,53.2,0,1.2,0.52,-1,female
